67,88,28,55,62,58,31,91,22,98,81,39,51,46,93,30,44,71,74,65,
86,95,60,27,70,39,55,87,17,64,93,59,53,20,12,34,7,78,91,77,
82,27,62,67,64,61,86,71,78,84,85,0,46,11,91,8,16,63,81,44,
83,42,64,95,30,82,37,97,1,33,51,79,20,0,76,36,21,14,63,45,
73,82,18,24,11,28,27,3,26,76,81,20,0,42,60,40,71,1,6,75,
35,61,63,14,36,57,28,37,74,27,77,81,89,66,59,52,49,44,86,91,
96,85,10,55,63,58,3,16,45,97,86,62,51,73,59,89,41,68,91,54,
15,62,12,9,75,1,20,29,69,48,55,50,71,6,45,46,93,60,68,14,
93,6,69,98,50,4,10,70,17,87,26,7,24,90,80,53,66,62,59,22,
96,81,48,83,15,18,93,43,95,34,76,53,70,8,39,41,59,85,64,50,
60,61,1,8,67,17,87,84,11,30,37,9,56,99,86,23,29,38,97,96,
30,33,36,77,43,42,60,28,99,35,87,1,53,34,66,38,14,20,44,64,
67,22,70,23,43,79,5,32,71,84,95,48,13,29,7,56,75,87,10,2,
54,48,25,76,52,1,47,0,30,49,3,81,79,4,32,72,96,78,82,10,
85,5,72,4,12,73,80,52,31,29,6,57,36,49,68,27,83,32,51,70,
15,88,94,91,42,79,44,5,52,99,47,87,12,96,75,0,14,45,32,64,
21,67,39,23,26,98,52,47,30,5,78,15,18,14,48,87,71,54,58,50,
7,80,36,98,46,81,93,89,68,5,6,25,23,2,35,16,64,31,1,12,
81,56,1,15,35,13,65,8,5,14,16,54,62,84,9,29,10,76,4,36,
8,19,1,99,61,47,55,44,20,27,33,74,15,30,77,22,95,35,70,88,
36,48,54,33,78,21,94,5,81,51,26,17,67,41,60,24,74,31,96,79,
36,71,64,94,38,76,44,33,35,21,18,58,97,0,5,75,51,81,9,32,
49,95,36,57,47,92,13,28,64,71,20,5,1,3,89,75,78,34,55,21,
28,91,6,32,92,77,86,35,38,15,7,63,25,24,29,97,1,71,51,59,
17,88,10,96,19,83,86,4,3,21,65,61,64,51,11,50,35,72,40,15,
56,19,30,0,86,9,38,14,2,11,35,43,8,21,49,27,37,54,7,78,
15,14,50,95,36,63,38,32,76,30,2,24,11,18,10,57,65,3,33,0,
11,61,18,28,55,29,38,89,19,87,45,20,70,98,75,72,12,42,80,67,
90,96,95,79,34,28,83,85,43,17,88,12,67,97,54,74,26,30,23,14,
62,71,98,10,28,63,34,27,41,5,49,17,22,52,54,61,0,74,47,94,
60,37,10,22,18,96,99,34,8,86,77,51,55,83,80,66,28,33,63,49,
24,22,58,68,66,25,79,13,2,7,97,12,98,34,6,49,70,55,86,73,
89,88,83,81,92,98,53,33,6,82,8,23,58,44,25,34,97,57,84,60,
69,3,28,42,2,32,66,17,34,92,18,4,45,43,78,51,71,24,99,62,
32,74,1,22,15,53,47,18,99,46,93,31,4,59,89,42,2,91,69,60,
80,8,19,96,31,0,17,81,15,16,69,91,22,43,68,42,37,47,29,46,
5,58,49,65,82,56,64,31,16,86,92,41,83,94,0,21,33,84,88,36,
75,93,25,88,65,39,69,62,29,5,92,91,71,61,59,9,0,60,7,89,
39,34,76,50,32,63,86,35,22,36,68,37,52,4,90,98,16,89,13,3,
52,94,43,8,2,64,10,90,9,16,73,42,35,63,70,93,33,30,34,20,
33,12,44,14,83,64,8,88,53,17,1,79,3,90,11,75,73,69,86,92,
10,56,18,96,40,91,33,92,30,79,71,65,69,93,32,7,73,87,38,39,
47,46,89,12,76,56,20,8,57,51,14,90,84,23,77,88,40,26,35,30,
74,83,64,0,70,45,4,76,12,52,91,98,5,30,51,26,46,69,43,85,
57,60,33,96,29,79,18,59,72,99,75,37,55,30,82,36,65,58,22,27,
40,45,94,5,1,57,14,66,42,4,77,97,33,59,37,15,16,83,23,81,
72,88,53,31,52,25,93,41,45,22,15,30,64,49,85,87,38,84,97,57,
27,54,1,31,7,74,8,42,79,39,43,64,5,36,4,47,29,24,76,44,
18,36,56,5,31,1,51,20,73,63,9,11,96,42,26,29,35,16,67,85,
81,33,13,0,30,40,32,71,37,90,59,46,62,8,89,95,66,86,1,61,
93,42,14,2,20,10,51,21,89,57,4,11,83,72,65,49,5,33,55,79,
26,30,37,90,44,21,1,57,52,23,17,35,6,62,54,93,87,60,96,75,
32,61,22,84,29,7,95,41,65,97,6,36,30,15,74,57,59,24,96,1,
83,48,2,30,4,63,6,8,94,29,64,37,51,69,85,34,73,79,96,99,
26,21,80,15,5,17,30,10,19,74,72,28,52,6,41,92,33,9,90,13,
22,87,95,85,34,47,91,17,77,92,89,39,43,31,3,50,97,67,9,6,
90,0,81,32,30,28,36,14,26,12,73,55,11,15,69,82,18,62,71,17,
31,16,68,79,97,74,13,48,70,38,80,95,57,42,21,35,33,11,55,83,
72,3,65,62,8,92,10,83,4,30,44,27,93,28,55,58,46,79,38,9,
51,24,81,20,97,28,1,22,77,27,33,91,95,40,53,72,70,89,14,39,
90,62,57,31,35,80,73,67,36,17,63,79,52,1,97,81,6,16,13,9,
0,26,51,46,44,2,48,17,20,82,77,72,3,80,40,55,21,23,86,49,
61,3,72,2,29,74,55,47,59,98,97,30,86,67,51,34,22,62,20,71,
80,74,44,50,30,0,42,5,14,83,38,60,89,85,41,77,10,54,81,27,
81,14,93,24,69,50,5,27,86,19,41,57,35,38,9,84,59,52,70,63,
71,22,50,85,73,26,82,80,61,97,45,92,9,59,55,23,79,25,75,29,
11,46,84,0,48,49,3,19,62,57,78,37,63,38,58,64,93,74,53,91,
49,10,36,48,67,78,77,22,53,6,59,82,34,68,84,46,69,23,1,63,
78,63,8,16,45,43,94,74,86,71,23,57,41,76,87,6,90,47,84,50,
69,18,50,90,0,47,14,77,62,49,65,66,94,36,79,53,26,13,57,15,
85,84,92,86,55,2,78,88,82,57,52,80,91,3,74,87,8,90,7,59,
62,82,20,83,58,66,47,15,87,39,36,68,9,73,2,72,79,99,31,29,
72,4,69,95,81,36,77,39,56,6,63,1,18,91,96,52,32,59,31,93,
28,31,19,69,73,60,68,5,46,92,23,61,42,24,52,25,9,33,48,8,
48,91,76,88,57,70,31,96,17,86,85,73,45,33,94,60,36,61,62,8,
62,26,16,34,13,40,88,92,89,8,84,6,43,22,59,75,86,93,47,98,
74,8,70,6,30,82,39,83,54,50,94,26,44,80,58,78,67,22,45,60,
75,32,3,18,76,74,53,6,97,51,0,30,89,34,20,80,54,91,22,73,
17,2,82,62,21,48,0,83,76,90,31,38,81,25,28,49,9,85,79,54,
64,1,67,26,33,85,8,78,69,77,86,34,48,93,99,17,80,19,20,30,
73,81,39,37,75,40,16,34,13,10,66,87,44,74,43,3,70,51,65,9,
33,88,25,0,34,7,20,39,84,49,40,3,23,85,28,35,10,59,90,80,
29,66,18,91,16,27,58,47,85,19,62,92,11,87,49,95,21,34,99,76,
16,41,97,95,50,32,94,77,92,57,46,60,38,45,82,49,68,99,26,23,
52,61,79,67,73,25,68,76,15,47,99,21,55,80,22,5,40,14,74,62,
27,10,2,14,35,29,69,98,99,85,7,89,79,84,30,16,82,6,34,13,
62,46,40,80,13,16,89,28,36,51,63,23,17,98,18,10,38,43,1,74,
67,78,81,79,68,23,18,39,83,3,58,94,27,69,71,37,92,51,50,34,
73,63,50,69,87,1,27,17,44,43,95,31,55,12,41,79,99,91,88,49,
85,39,72,24,42,57,30,91,13,71,9,16,80,37,65,74,17,83,82,79,
47,68,99,52,77,30,8,82,44,49,93,90,19,18,34,73,70,32,42,95,
76,15,13,12,73,8,74,35,37,10,97,93,24,50,60,45,30,99,3,84,
24,37,95,85,27,72,21,70,80,54,7,78,36,40,82,86,5,55,44,65,
13,78,57,54,1,20,9,38,79,11,25,3,47,34,91,29,23,74,85,31,
89,32,59,2,92,67,99,29,42,94,9,52,84,46,10,75,65,96,24,69,
92,82,29,64,73,88,48,91,13,42,10,18,15,90,47,93,79,28,66,45,
20,86,15,46,50,57,58,54,25,78,29,53,61,49,3,70,65,60,14,92,
41,73,56,74,57,71,86,3,40,67,84,51,14,6,94,1,80,20,11,37,
19,43,2,0,1,29,63,52,26,65,32,97,22,79,75,56,42,71,48,24,
10,12,4,88,22,50,38,70,18,41,23,66,19,8,52,89,98,61,86,75,
32,43,71,96,31,14,69,3,56,82,18,30,8,70,12,74,53,16,50,81,
49,58,46,33,50,26,29,12,42,18,39,79,45,2,48,67,87,32,38,40,
31,74,99,12,13,98,60,65,52,64,21,22,80,25,3,84,62,44,71,69,
62,39,92,33,28,46,47,88,53,20,51,22,60,94,19,18,68,90,89,5,
33,70,0,94,71,43,3,65,20,54,99,82,41,96,86,47,62,44,78,56,
51,40,24,70,96,62,20,88,75,57,93,38,99,89,31,85,58,53,52,98,
82,91,34,12,1,70,73,65,97,67,62,13,89,21,51,49,68,80,15,78,
88,41,87,9,0,71,86,33,68,6,97,40,2,38,43,7,1,83,72,53,
80,13,8,24,53,0,72,85,37,40,14,73,11,77,35,97,88,86,57,30,
80,57,45,95,17,99,48,49,70,52,85,92,31,5,8,0,9,81,47,93,
11,54,14,15,78,95,67,89,80,64,48,44,5,84,20,96,25,43,29,93,
69,56,34,70,39,27,65,54,17,64,12,33,92,85,99,67,21,79,89,76,
30,34,63,70,85,88,18,73,12,68,17,58,47,65,55,98,16,2,19,60,
